ID,Brand,Category,Sub_category,Sub_Sub_Category,Product_Name,SKU,Price,Offer_Price,Description,Product_Id,Image1,Image2,image3,image4,image5,,,
653,Lidl,Chilled Food,Prepared Salads/Sandwich Fillers,Prepared Salads/Sandwich Fillers,Smooth Potato Salad 340g,121215,1.29,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/121215/401592_orig.jpg,,,,,,,
654,Lidl,Chilled Food,Prepared Salads/Sandwich Fillers,Prepared Salads/Sandwich Fillers,Traditional Style Potato Salad  200g,121207,0.69,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/121207/387292_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/121207/391980_orig.jpg,,,,,,
655,Lidl,Chilled Food,Prepared Salads/Sandwich Fillers,Prepared Salads/Sandwich Fillers,Wheatberry & Chickpea Salad  230g,90888,2.29,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/90888/401784_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/90888/401785_orig.jpg,,,,,,
656,Lidl,Chilled Food,Prepared Salads/Sandwich Fillers,Prepared Salads/Sandwich Fillers,Mixed Bean & Mint Salad  170/200g,81338,1.55,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/81338/181726_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/81338/181727_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/81338/181728_orig.jpg,,,,,
657,Lidl,Chilled Food,Prepared Salads/Sandwich Fillers,Prepared Salads/Sandwich Fillers,Deli Style Cheddar Coleslaw   260g,273869,1.69,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/273869/407538_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/273869/407539_orig.jpg,,,,,,
658,Lidl,Chilled Food,Prepared Salads/Sandwich Fillers,Prepared Salads/Sandwich Fillers,Deli Style Beetroot Coleslaw  260g,273870,1.69,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/273870/407540_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/273870/407541_orig.jpg,,,,,,
659,Lidl,Chilled Food,Prepared Salads/Sandwich Fillers,Prepared Salads/Sandwich Fillers,Chunky Guacamole Dip  163/190g,90311,1.89,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/90311/403172_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/90311/403173_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/90311/403174_orig.jpg,,,,,
660,Lidl,Chilled Food,Prepared Salads/Sandwich Fillers,Prepared Salads/Sandwich Fillers,Mixed Bean & Mint Salad  170/200g,271349,1.55,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/271349/404215_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/271349/404216_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/271349/404217_orig.jpg,,,,,
661,Lidl,Chilled Food,Prepared Salads/Sandwich Fillers,Prepared Salads/Sandwich Fillers,Edamame & Butterbean Salad   170g,72089,2.29,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/72089/389893_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/72089/389894_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/72089/389895_orig.jpg,,,,,
662,Lidl,Chilled Food,Prepared Salads/Sandwich Fillers,Prepared Salads/Sandwich Fillers,Jalapeño Guacamole Dip  163/190g,90312,1.89,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/90312/403175_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/90312/403176_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/90312/403177_orig.jpg,,,,,
663,Lidl,Chilled Food,Prepared Salads/Sandwich Fillers,Prepared Salads/Sandwich Fillers,Fresh Onion & Garlic Dip  190/200g,235029,0.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/235029/387344_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/235029/387345_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/235029/387346_orig.jpg,,,,,
664,Lidl,Chilled Food,Prepared Salads/Sandwich Fillers,Prepared Salads/Sandwich Fillers,Aioli Dip  190/200g,72979,0.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/72979/353446_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/72979/353447_orig.jpg,,,,,,
665,Lidl,Chilled Food,Prepared Salads/Sandwich Fillers,Prepared Salads/Sandwich Fillers,Fresh Sour Cream & Chive Dip  190/200g,235028,0.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/235028/387341_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/235028/387342_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/235028/387343_orig.jpg,,,,,
666,Lidl,Chilled Food,Prepared Potato/Pasta/Dough/Antipasti,Prepared Potato/Pasta/Dough/Antipasti,Ready Rolled Puff Pastry  375g,71651,1.29,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71651/381108_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71651/387569_orig.jpg,,,,,,
667,Lidl,Chilled Food,Prepared Potato/Pasta/Dough/Antipasti,Prepared Potato/Pasta/Dough/Antipasti,Ricotta & Basil Pesto Tortelloni  250g,84783,1.79,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/84783/396442_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/84783/396443_orig.jpg,,,,,,
668,Lidl,Chilled Food,Prepared Potato/Pasta/Dough/Antipasti,Prepared Potato/Pasta/Dough/Antipasti,Potato Gratin  400/500g,70980,1.89,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/70980/183357_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/70980/183358_orig.jpg,,,,,,
669,Lidl,Chilled Food,Prepared Potato/Pasta/Dough/Antipasti,Prepared Potato/Pasta/Dough/Antipasti,Fresh Penne Pasta   250g,70846,0.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/70846/394006_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/70846/394005_orig.jpg,,,,,,
670,Lidl,Chilled Food,Prepared Potato/Pasta/Dough/Antipasti,Prepared Potato/Pasta/Dough/Antipasti,Ready Rolled Shortcrust Pastry  375g,71652,1.29,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71652/402099_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71652/402100_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71652/402101_orig.jpg,,,,,
671,Lidl,Chilled Food,Prepared Potato/Pasta/Dough/Antipasti,Prepared Potato/Pasta/Dough/Antipasti,Fresh Tagliatelle Pasta   250g,70844,0.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/70844/183441_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/70844/183442_orig.jpg,,,,,,
672,Lidl,Chilled Food,Prepared Potato/Pasta/Dough/Antipasti,Prepared Potato/Pasta/Dough/Antipasti,Fresh Fusilli Pasta   250g,70847,0.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/70847/394008_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/70847/394007_orig.jpg,,,,,,
673,Lidl,Chilled Food,Prepared Potato/Pasta/Dough/Antipasti,Prepared Potato/Pasta/Dough/Antipasti,Sautéed Potatoes  400/500g,70979,1.89,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/70979/183355_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/70979/183356_orig.jpg,,,,,,
674,Lidl,Chilled Food,Prepared Potato/Pasta/Dough/Antipasti,Prepared Potato/Pasta/Dough/Antipasti,Pizza Dough & Tomato Sauce 600g,233597,2.29,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/233597/400169_orig.jpg,,,,,,,
675,Lidl,Chilled Food,Prepared Potato/Pasta/Dough/Antipasti,Prepared Potato/Pasta/Dough/Antipasti,Ham Tortelloni  250g,235413,1.79,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/235413/396444_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/235413/396445_orig.jpg,,,,,,
676,Lidl,Chilled Food,Prepared Potato/Pasta/Dough/Antipasti,Prepared Potato/Pasta/Dough/Antipasti,Baby Jackets with Dressing  400/500g,70981,1.89,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/70981/394124_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/70981/394123_orig.jpg,,,,,,
677,Lidl,Chilled Food,Prepared Potato/Pasta/Dough/Antipasti,Prepared Potato/Pasta/Dough/Antipasti,Fresh Tagliatelle Nests   400g,225399,1.89,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/225399/400287_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/225399/400288_orig.jpg,,,,,,
678,Lidl,Chilled Food,Prepared Potato/Pasta/Dough/Antipasti,Prepared Potato/Pasta/Dough/Antipasti,Fresh Spaghetti Nests  400g,242126,1.89,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/242126/400285_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/242126/400286_orig.jpg,,,,,,
679,Lidl,Chilled Food,Prepared Potato/Pasta/Dough/Antipasti,Prepared Potato/Pasta/Dough/Antipasti,Mushroom & Ricotta Tortelloni  250g,265168,1.79,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/265168/396440_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/265168/396441_orig.jpg,,,,,,
680,Lidl,Chilled Food,Prepared Potato/Pasta/Dough/Antipasti,Prepared Potato/Pasta/Dough/Antipasti,Filled Pasta 250g,272211,2.75,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/272211/410935_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/272211/410248_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/272211/410249_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/272211/410250_orig.jpg,,,,
681,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Hearty Chicken & Vegetable Soup 400g,71126,1.59,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71126/411078_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71126/411079_orig.jpg,,,,,,
682,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Creamy Tomato & Basil Soup  400g,71125,1.59,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71125/396600_orig.jpg,,,,,,,
683,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Wholesome Vegetable Soup  400g,71122,1.59,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71122/403796_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71122/403797_orig.jpg,,,,,,
684,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Beef Lasagne 1kg,71166,3.29,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71166/410089_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71166/396599_orig.jpg,,,,,,
685,Lidl,Chilled Food,Ready Meals ,Ready Meals ,4 Jumbo Sausage Rolls 300g,71896,0.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71896/396548_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71896/396549_orig.jpg,,,,,,
686,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Cheese & Tomato Pizza 114g,159553,0.47,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/159553/401302_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/159553/401303_orig.jpg,,,,,,
687,Lidl,Chilled Food,Ready Meals ,Ready Meals ,16 Cocktail Sausage Rolls 288g,71871,1.19,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71871/396487_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71871/396488_orig.jpg,,,,,,
688,Lidl,Chilled Food,Ready Meals ,Ready Meals ,9 Garlic Baguette Slices  290g,78209,1.09,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/78209/394274_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/78209/405209_orig.jpg,,,,,,
689,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Mashed Potato 400g,187279,1.65,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/187279/400573_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/187279/400574_orig.jpg,,,,,,
690,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Organic Tofu 500g,121241,2.19,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/121241/401550_orig.jpg,,,,,,,
691,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Sri Lankan Chicken Soup 400g,78611,1.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/78611/404099_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/78611/404100_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/78611/404101_orig.jpg,,,,,
692,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Quarter Pounder with Cheese  195g,72235,1.79,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/72235/396556_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/72235/396557_orig.jpg,,,,,,
693,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Potato & Leek Soup   400g,71958,1.49,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71958/404466_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71958/404467_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71958/404468_orig.jpg,,,,,
694,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Sage & Onion Stuffing 300g,89583,2.29,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/89583/380333_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/89583/402435_orig.jpg,,,,,,
695,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Cream of Chicken Soup   400g,71959,1.49,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71959/404469_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71959/404470_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71959/404471_orig.jpg,,,,,
696,Lidl,Chilled Food,Ready Meals ,Ready Meals ,4 Minced Steak & Onion Pies 500g,71202,1.79,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71202/396605_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71202/396606_orig.jpg,,,,,,
697,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Sweet Chilli Chicken Noodles   400g,225368,4.19,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/225368/400351_orig.jpg,,,,,,,
698,Lidl,Chilled Food,Ready Meals ,Ready Meals ,6 Plant Based Vegan Sausages 270g,87833,1.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/87833/397794_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/87833/397795_orig.jpg,,,,,,
699,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Minestrone Soup 400g,178386,1.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/178386/411067_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/178386/411068_orig.jpg,,,,,,
700,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Carrot & Coriander Soup   400g,71960,1.49,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71960/404472_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71960/404473_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71960/404474_orig.jpg,,,,,
701,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Fresh Breadcrumbs  400g,71002,1.42,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71002/396641_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71002/396642_orig.jpg,,,,,,
702,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Chicken & Chorizo with Baby Potaoes  400g,226069,4.19,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/226069/410522_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/226069/400345_orig.jpg,,,,,,
703,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Chickpea & Coconut Soup 400g,178390,1.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/178390/400798_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/178390/400799_orig.jpg,,,,,,
704,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Mediterranean Falafel  200g,87201,3,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/87201/403230_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/87201/403231_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/87201/403232_orig.jpg,,,,,
705,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Chicken Korma with Pilau Rice   450g,72138,2.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/72138/404501_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/72138/404502_orig.jpg,,,,,,
706,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Moroccan Spiced Falafel  200g,87203,3,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/87203/403227_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/87203/403228_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/87203/403229_orig.jpg,,,,,
707,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Plant Based Quarter Pounders 227g,88094,1.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/88094/403758_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/88094/403759_orig.jpg,,,,,,
708,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Wholemeal Pasta  400g,249733,4.19,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/249733/410534_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/249733/397150_orig.jpg,,,,,,
709,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Sweet Potato & Chicken Soup 400g,237160,1.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/237160/399953_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/237160/399954_orig.jpg,,,,,,
710,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Chicken & Broccoli Bake  1kg,72142,5.79,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/72142/396550_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/72142/396551_orig.jpg,,,,,,
711,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Chip Shop Chicken Curry with Basmati Rice  450g,72141,3.29,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/72141/410743_orig.jpg,,,,,,,
712,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Triple Sandwich Selection   214-243g,75828,2.29,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/75828/410526_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/75828/393459_orig.jpg,,,,,,
713,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Turkey Burrito Bowl  400g,225369,4.19,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/225369/410523_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/225369/400347_orig.jpg,,,,,,
714,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Roast Chicken Dinner  500g,83206,3.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/83206/395040_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/83206/395039_orig.jpg,,,,,,
715,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Stonebaked Cajun Chicken Pizza  285/290/300/314/340g,84414,1.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/84414/393859_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/84414/393858_orig.jpg,,,,,,
716,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Spaghetti Bolognese  400g,91620,3.49,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/91620/387271_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/91620/401556_orig.jpg,,,,,,
717,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Stonebaked Pepperoni Pizza  285/290/300/314/340g,91760,1.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/91760/387553_orig.jpg,,,,,,,
718,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Chicken Tikka with Pilau Rice   450g,72139,2.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/72139/404499_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/72139/404500_orig.jpg,,,,,,
719,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Seafood Chowder 375g,71333,3.75,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71333/396398_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/71333/396399_orig.jpg,,,,,,
720,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Stonebaked Spinach & Ricotta Pizza  285/290/300/314/340g,84415,1.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/84415/393861_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/84415/393860_orig.jpg,,,,,,
721,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Potato Gratin  530g,86318,2.49,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/86318/404253_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/86318/404254_orig.jpg,,,,,,
722,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Cajun Chicken Double Decker Sandwich  214-243g,75827,2.29,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/75827/185276_orig.jpg,,,,,,,
723,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Sweet Potato Pakora  200g,87202,3,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/87202/403233_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/87202/403234_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/87202/403235_orig.jpg,,,,,
724,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Carrot & Parsnip Mash 400g,187284,1.65,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/187284/400569_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/187284/400570_orig.jpg,,,,,,
725,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Spicy Curried Cauliflower Burger 227g,87832,1.79,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/87832/403314_orig.jpg,,,,,,,
726,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Ham & Mushroom Tagliatelle  400g,91535,3.49,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/91535/401571_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/91535/401572_orig.jpg,,,,,,
727,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Bacon & Cabbage Dinner  500g,83205,3.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/83205/395038_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/83205/395037_orig.jpg,,,,,,
728,Lidl,Chilled Food,Ready Meals ,Ready Meals ,Turkey & Ham Dinner  500g,91654,3.99,,Please see photos for Allergy and Nutritional information.,,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/91654/395537_orig.jpg,https://buymie2.blob.core.windows.net/buymie/BuymieProductImages/91654/395538_orig.jpg,,,,,,
